Symbol,Date,Open,High,Low,Close,Percent Change,Volume
CZBIL,4/12/2022,263,263,255,255.8,-0.85,20362
CZBIL,4/13/2022,260,260,253,258.2,0.94,20038
CZBIL,4/17/2022,263.3,263.3,257,257.3,-0.35,19884
CZBIL,4/18/2022,257.4,257.4,252,254,-1.28,27210
CZBIL,4/19/2022,259,259,250,253,-0.39,21524
CZBIL,4/20/2022,258,258,251.2,252.1,-0.36,15678
CZBIL,4/21/2022,257.1,257.1,247,251,-0.44,27257
CZBIL,4/24/2022,256,262,250.9,260,3.59,35274
CZBIL,4/25/2022,260,262.2,251,259,-0.38,10559
CZBIL,4/26/2022,253.9,258,251,254,-1.93,11949
CZBIL,4/27/2022,252,259,250,254,0,11974
CZBIL,4/28/2022,259,259,251.1,252.2,-0.71,12082
CZBIL,5/2/2022,248,253.9,248,248.5,-1.47,19742
CZBIL,5/4/2022,253.4,253.4,242,242,-2.62,24961
CZBIL,5/5/2022,240,244.7,237,239.9,-0.87,23752
CZBIL,5/8/2022,239.9,241.9,236,240,0.04,13050
CZBIL,5/9/2022,244.8,244.8,240,243,1.25,13934
CZBIL,5/10/2022,241,245.6,241,245.5,1.03,24043
CZBIL,5/11/2022,245.5,249,243.9,248.9,1.38,16101
CZBIL,5/12/2022,250.4,251.9,248.9,250,0.44,26823
CZBIL,5/17/2022,250,250,242,243,-2.8,11151
CZBIL,5/18/2022,241,244,239,243,0,24854
CZBIL,5/19/2022,240.3,245,240.2,242,-0.41,6764
CZBIL,5/20/2022,240,242,238,242,0,14046
CZBIL,5/23/2022,246.8,246.8,233,238,-1.65,34502
CZBIL,5/24/2022,242.7,242.7,237,238.9,0.38,16993
CZBIL,5/25/2022,239,239.9,237,239.9,0.42,16145
CZBIL,5/26/2022,244.6,244.6,238,243.9,1.67,18058
CZBIL,5/27/2022,245.8,246.5,239,240,-1.6,12251
CZBIL,5/30/2022,244.8,244.8,230,234,-2.5,46876
CZBIL,5/31/2022,230,235.5,228,231.2,-1.2,18638
CZBIL,6/1/2022,230.1,234,228,231,-0.09,9470
CZBIL,6/2/2022,231.1,231.1,228,228,-1.3,15294
CZBIL,6/3/2022,232.5,232.5,223.2,225,-1.32,22738
CZBIL,6/6/2022,224,226.8,220,221,-1.78,25049
CZBIL,6/7/2022,217,220,217,217,-1.81,36354
CZBIL,6/8/2022,219,229,218,226,4.15,26120
CZBIL,6/9/2022,230.5,230.5,222.8,223,-1.33,16505
CZBIL,6/10/2022,227.4,227.4,219,223.1,0.04,14903
CZBIL,6/13/2022,222,224,219,222,-0.49,73734
CZBIL,6/14/2022,220,220,217,218,-1.8,12249
CZBIL,6/15/2022,222.3,222.3,215,216.8,-0.55,21534
CZBIL,6/16/2022,218,220,213.7,217.7,0.42,17539
CZBIL,6/17/2022,219,220,213.7,214.5,-1.47,79643
